index,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,ground_service,value_for_money,recommended,overall_rating,review,year,month,sentiment,month_year,Season,From,To
454,Family Leisure,Business Class,Hong Kong to London via Stockholm,2017-04-01,3.0,4.0,1.0,3.0,3.0,1,no,1.0,"  Hong Kong to London via Stockholm, and this was one of the worst business class we've travelled on. Our special diet meals were repeated for both lunch and dinner and the food was terrible. Our connecting flight was delayed so luggage didn't come with the flight to London and no one had the courtesy to inform 35 passengers on that flight that luggage will not be arriving. Avoid travelling with this airline because it's not worth your hard earned money.",2017.0,4.0,Negative,2017-04,Spring,Hong Kong,London
455,Business,Premium Economy,Chicago to Frankfurt via Copenhagen,2017-04-01,5.0,5.0,5.0,5.0,4.0,5,yes,10.0,"  Chicago to Frankfurt via Copenhagen. Very good flight in premium economy, seat 23A. The new SAS cabins look great: in fact, one of the nicest I have seen. Food was good quality. Crew was very professional and friendly. Entertainment system felt modern and worked well. This flight exceeded my expectations.
",2017.0,4.0,Positive,2017-04,Spring,Chicago,Frankfurt
456,Family Leisure,Economy Class,Newark to Amsterdam via Stockholm,2017-04-01,4.0,4.0,4.0,3.0,3.0,4,yes,7.0,"  Newark to Amsterdam via Stockholm. Both flights were on time and went smoothly. Unfortunately that we sat separated from each other and sat on the tail part of the plane. My seat was slightly misaligned with the seats up front, but had tons of space (more legroom and arm space) as there is no seat on my right hand side. Service is standard and no wow factor, but sufficient.",2017.0,4.0,Negative,2017-04,Spring,Newark,Amsterdam
457,Family Leisure,Economy Class,Amsterdam to Newark via Copenhagen,2017-04-01,4.0,4.0,4.0,3.0,4.0,4,yes,7.0,"  Amsterdam to Newark via Copenhagen. Both flights departed on time and arrived earlier than scheduled. Smooth ride and no significant turbulence during the flights. The cabin is standard. SAS has equipped their long haul aircraft with IFE's and plenty go legroom. The choice on IFE is limited but sufficient. No choice of menu, alcoholic beverages are available for sale on board, but free refill on tea or coffee. The meals tasted good and decently served with (not too flimsy) plastic cutlery. In general, the service is good, professional and friendly flights attendants. I will definitely fly with them again.",2017.0,4.0,Positive,2017-04,Spring,Amsterdam,Newark
458,Solo Leisure,Economy Class,Stockholm to Los Angeles,2017-04-01,4.0,5.0,4.0,4.0,5.0,5,yes,8.0,"  Stockholm to Los Angeles. The check in and boarding process was very flexible. Easy check in at the SAS self service kiosk. After receiving my boarding pass and bag tag I went to bag drop. The staff was very friendly and helped me by giving me information regarding the flight. The security process ran as expected and after some waiting time i was through. The flight time was 11 hours. I believe that whatever the class you fly in it will still be a bit hard to survive. A bunch of friendly onboard crew, the food wasn´t much but considering on what I paid for the ticket i was still satisfied. I noticed the details. You have a personal screen, the staff onboard served me regular water, I had my own bottle of water, blanket, earphones, and a menu of what you can buy onboard. Also good internet connection. My luggage arrived without a scratch, so also a cred to SAS ground services.",2017.0,4.0,Positive,2017-04,Spring,Stockholm,Los Angeles
459,Couple Leisure,Economy Class,Oslo to Hong Kong via Stockholm,2017-03-01,3.0,4.0,2.0,3.0,3.0,3,no,1.0,"  Hong Kong to Stockholm return. We flew SAS for 7 legs in March. Generally, the inland flights and short international flights (ARN-OSL) are fine. But Hong Kong to Stockholm was delayed for 3.5 hours, so that all connecting flights are re-routed and still we barely made it. The baggage didn't make it and was delayed for 16 hours. When we checked with ground staff in Tromso, they seemed to know nothing regarding the whereabouts of our baggage. They said we can wait 2 hours for the next flight and we did. Our baggage was not on the carousel and we checked with them again. Then after some walking around they said it will be on the plane the next day morning, but the delivery people won't pick it up before 4:30 pm the next day and we were given the choice of coming back to pick it up at our own cost. We ended up getting our baggage sent to our hotel at 6 pm. First off, the ground staff should allow more transfer time when re-routing our connecting flights. Second, I can't see, in this age how those people at Tromso not know where our baggage is and when it will arrive. Then on the inbound flight SK963 ARN-HKG, the captain said the cargo cabin door was broken after boarding is completed. Then for 3 hours, we were stuck on the plane with no food provided and no heat. Every 30 minutes, the captain updated with something like the technicians were still checking and he had no further info. At last, the damage needed to be fixed by someone from Airbus HQ in Toulouse and SAS is not attempting to switch us to another aircraft or re-route us at all. The flight was delayed for 24 hours. And if you have anything important to do, too bad, because you shouldn't have chosen SAS at all. The funny thing is, even though the flight was delayed for 24 hours, we still had to wait for them to load the containers after all passengers were boarded. About 30 minutes after the flight's scheduled time, the captain made an announcement again, saying the containers were loaded in the wrong order and had to be re-loaded again. All in all, SAS sounds like a joke. On SK963 and SK964, only 1 non-alcoholic drink is provided for free throughout the 10-hour flight. On shorter flights, only coffee, tea or water is provided for free. You may want to stock up on snacks before boarding. Since when has SAS become a budget carrier?",2017.0,3.0,Negative,2017-03,Spring,Oslo,Hong Kong
460,Solo Leisure,Economy Class,Copenhagen to Aalborg,2017-02-01,4.0,5.0,4.0,1.0,5.0,5,yes,9.0,"  Copenhagen to Aalborg. Flying with SAS was a pleasant experience. The overall rating I'm giving is 9 of 10, because something edible is missing. A nice Scandinavian whole grain bun with something in it would be super! When flying domestic in Sweden I usually fly BRA, because of their inflight service. It's not just the cost of the bun but also the value of the atmosphere it creates in the cabin, when the staff is given a pretty simple tool to give service to the guests. Coffee / tea is fine - and better than nothing - but it lacks the edible component. Flying Norwegian on the other hand - with no service what so ever, and thus no atmosphere in the cabin - is a no go for me.",2017.0,2.0,Positive,2017-02,Winter,Copenhagen,Aalborg
461,Solo Leisure,Economy Class,Aalborg to Copenhagen,2017-02-01,4.0,5.0,3.0,1.0,5.0,5,yes,9.0,"  Aalborg to Copenhagen. Flying with SAS was a pleasant experience. The overall rating is 9 of 10, because something edible is missing to the coffee / tea, they serve en route to Copenhagen. A nice Scandinavian whole grain bun with something in it would be super!",2017.0,2.0,Positive,2017-02,Winter,Aalborg,Copenhagen
462,Business,Economy Class,Stockholm to Zurich,2017-03-01,2.0,2.0,1.0,1.0,1.0,1,no,1.0,"  Stockholm to Zurich. Terrible experience checking into SAS today at Arlanda. I fly internationally often, many times through Stockholm. I have NEVER had an experience in ANY airport like I did today. Because I am flying from Stockholm, via Zurich (staying overnight) and into Washington DC, I was not able to check in on-line. I knew I needed to see a counter agent before I even got to the airport. I followed the signs to the correct check-in and presented my confirmation and Star Alliance gold card to the SAS agent who was at a mobile counter outside of the lines to see an agent. He immediately and very rudely told me I had to check in at the kiosks. I tried to tell him that I wouldn't be able to check in at the kiosks, but he was uninterested in my response and told me, ""that's what we do here."" Sure enough, I was not able to check in at the kiosk and went back asking to see his supervisor. He kept saying that he was a supervisor. In the meantime, I was so flustered, I thought I had lost my passport. I told him I wanted to speak to someone who was his supervisor or boss, but the person I finally talked to said he was at the same level as the person with whom I had the problems. The second supervisor I spoke with was someone nicer, but never apologized for the way in which I was treated. Despite the fact that my husband and I fly often to Stockholm, we will do whatever we can in the future to avoid flying SAS. SAS customer service has noticeably decreased in the last 5-8 years, and after my experience today, I will avoid SAS in the future in any way I can.",2017.0,3.0,Negative,2017-03,Spring,Stockholm,Zurich
463,Solo Leisure,Premium Economy,Copenhagen to Miami,2017-02-01,4.0,5.0,5.0,4.0,4.0,5,yes,10.0,"  Copenhagen to Miami. A very good flight experience on an A330-300 from Copenhagen to Miami. Checking in at home, at airport only bagage drop, then security checks. Easy. Plus class on SAS is Premium economy. More than happy with space to front and side when seating. Very good and large tv-screen. Food surprisingly good. Excellent cabin service. Toilets clean at all times I visited. The 10 hours flight passed quickly and arrived at Miami in good mood. 
",2017.0,2.0,Positive,2017-02,Winter,Copenhagen,Miami
464,Couple Leisure,Premium Economy,Stockholm to Hong Kong ,2017-02-01,5.0,5.0,5.0,5.0,5.0,5,yes,10.0,  I flew from Stockholm ARN to Hong Kong HKG with SAS Airbus 330. Long haul flight in SAS Plus. The flight was comfortable in the new SAS cabin. The cabin crew was excellent and the onboard wifi and entertainment system worked very well. The aircraft was clean according to the highest standards. I definitively recommend SAS for long haul flights.,2017.0,2.0,Positive,2017-02,Winter,Stockholm,Hong Kong 
465,Business,Premium Economy,San Francisco to Copenhagen ,2017-01-01,1.0,1.0,1.0,1.0,1.0,1,no,1.0,"  San Francisco to Copenhagen return. The outbound flight was an old bird. Musty cloth seats that smelled like moldy gym socks, drop-down CRTs every 3rd row, simply awful cabin. Logged into WiFi and got charged for it, but the Internet connection didn't work for anyone on that flight. Still working on a refund 2 months later. Return flight was actually far worse. I paid $220 extra for SAS PLUS upgrade CPH to SFO -- on the SAS promise that I would have USB charger, LCD screen, free WiFi, etc. Well, the cabin wasn't updated so I got none of that. No USB charger, no power for my laptop either, no WiFi signal on the plane, no LCD, and not even a ventilation duct.  I wrote SAS and demanded a refund of the upgrade fee - which they perfunctorily declined.",2017.0,1.0,Neutral,2017-01,Winter,San Francisco,Copenhagen 
466,Business,Premium Economy,Stockholm to Copenhagen ,2017-03-01,1.0,3.0,1.0,1.0,4.0,2,no,3.0,"  Short afternoon flight from Stockholm to Copenhagen in SAS Plus. Check in and security swift and uncomplicated. Arlanda lounge is your typical busy SAS 'ikea' lounge. The flight itself was very unpleasant. Boarding was late and an unorganised scrum. Seated in 1F with minimal legroom and felt very squashed in, due to the curvature of the plane. Also, the middle seat was occupied, adding to the squeeze. No chance to move to a better seat as the flight was jam packed. Service was a pathetic cheese sandwich. If you have Star Gold status then SAS plus is a complete waste of money, as basically the only 'perk' is the cheese sandwich (lounge, check in, boarding etc.. all covered by Gold Status) The plane was old and filthy, the cabin crew young and fresh. Transferring to economy with Austrian Airlines and the difference was remarkable - a clean fresh cabin, spacious seating and the same free on board service that you pay extra for with SAS. Will avoid SAS at all costs in future - very much a low cost carrier.",2017.0,3.0,Positive,2017-03,Spring,Stockholm,Copenhagen 
467,Couple Leisure,Economy Class,Stockholm to Hong Kong,2017-02-01,5.0,5.0,4.0,5.0,4.0,5,yes,10.0,"  Stockholm to Hong Kong return. My first flight SAS long-haul and very impressed. New airplane. Best thing is the inflight entertainment which is the best I've seen. HD fast responding touch screens and a lot of new movies, around 10 of them were from 2016. Wifi worked well so it was an easy 10 hrs flight. Meal served after about 2 hrs, then a sandwich with coffee in the middle of the flight and a nice salad about one hour before landing. In my opinion SAS new long haul product is among the best.",2017.0,2.0,Positive,2017-02,Winter,Stockholm,Hong Kong
468,Family Leisure,Economy Class,AGP to LHR via CPH,2016-06-01,4.0,5.0,1.0,1.0,5.0,4,yes,8.0,"  Malaga to London Heathrow  via Copenhagen. The check in at Malaga T3 was great, there was no queue and the staff were helpful. Boarding was fast and uneventful. The flight was fairly empty. I was seated in 8C and there was another passenger in 8A. I wanted a window seat so simply asked the FA if I could move forward a row where there was nobody seated and he was happy to let me do so. The flight departed Malaga on time. Tea and coffee service began 10 minutes into the flight. Only tea, coffee and water were complimentary throughout. There was an onboard menu, however I did not purchase anything as I felt the food and snacks were over priced. The flight time was around 3 hours 45 mins and there was no seatback or over-head entertainment screens. The flight landed in Copenhagen on time. One thing I really liked about SAS was that they knew if there were passengers who were connecting, before we arrived at the gate the FA’s announced gates for passengers who were connecting through Copenhagen. They informed us that our onward flight was at the gate and boarding would start in an hour. We proceeded through the terminal towards our gate. When we arrived at the gate there was a new system in place. Our boarding passes were scanned before going into an area of seating which was just for our flight. I was seated in 22B. The flight was full. On this flight there was only one tea and coffee service due to turbulence. We arrived on time and our baggage all made it in one piece. On both flights the cabin was maintained to a high standard, however the colours were slightly dull and both aircraft were quite old and outdated. The crew were very friendly and they spoke perfect English. On both flights I had sufficient legroom. I was happy overall with the service received. ",2016.0,6.0,Positive,2016-06,Summer,AGP,LHR
469,Business,Economy Class,Munich to Copenhagen,2017-02-01,2.0,4.0,4.0,1.0,2.0,2,yes,5.0,"  Munich to Copenhagen. Lufthansa check in was surly as were lounge staff, everyone looked like they were having a bad day. Happiest Lufthansa staff appeared to be the clearing tables in the lounge. This was a business class fare but in an economy cabin. I thought that SAS EuroPlus would at least give you the middle seat free but it doesn't. Was in Row 1 but it was very cramped. Boarding was chaotic and many passengers seemed to have status so when you got to Row 1waiting in queue the overhead bins were basically full although there will still lots of empty seats up front meaning that you had to go several rows back to store a two small bags. Seat was small with poor recline but the flight was short, food in cardboard box but was fresh and tasted nice. Seafood in every course and dressing would have been a challenge if you didn't like fish. Crew were very pleasant. Left and arrived on time. Getting off was a bit of a challenge getting back down the cabin to retrieve the bags. Was basically like a good budget airline flight and not worth the fare paid. Would fly them again on an economy fare.",2017.0,2.0,Positive,2017-02,Winter,Munich,Copenhagen
470,Solo Leisure,Economy Class,Zurich to Ostersund via Stockholm,2017-02-01,1.0,1.0,1.0,1.0,1.0,1,no,1.0," Zurich to Ostersund via Stockholm with SAS Scandinavian. I would never travel with SAS again. I arrived to the airport in Zurich and I wanted to add a ski bag. They charged me 70 euros. I paid it and I asked if I can reserve in advance a ski bag for my flight back and pay 30 euros instead of 70 euros. They told me I have to do it online. I went online and it was not possible. So I called the customer service to reserve an additional bag 1 week before my flight. The customer service couldn't reserve because they told me there is a problem in the system and I have to do it in the airport. I told them this is not fair because I want to do in advance so not to pay 70 euros again. They didn't help. In the end they forced me to pay the full price to bring my skis with me. In addition, you have to pay everything on the plane like a low cost airline, even though you pay a ticket like a normal airline. Overall, my worst experience with an airline, not professional, not respecting their customers.",2017.0,2.0,Negative,2017-02,Winter,Zurich,Ostersund
471,Business,Business Class,Copenhagen to Aberdeen via Stavanger,2017-02-01,1.0,1.0,1.0,1.0,1.0,1,no,1.0,"  Checked in at Copenhagen for SK2519, morning direct flight to Aberdeen. Disappointed to find out flight has been cancelled due to insufficient staff numbers for flight. Now re-routed through Stavanger in Norway and now arriving back in Aberdeen late in afternoon rather than morning.",2017.0,2.0,Negative,2017-02,Winter,Copenhagen,Aberdeen
472,Business,Economy Class,LHR to ARN,2017-01-01,4.0,5.0,4.0,1.0,5.0,3,yes,9.0,"  Booked as part of a multi leg trip from Shannon with a connection through Heathrow, the trip did not start off good with SAS cancelling my original flight and booked me on a later flight, which meant I was going to miss my train connection in Arlanda. When I arrived at the connecting centre in Heathrow SAS agent advised my original flight was cancelled and then checked with her supervisor, the agent was able to transfer me to an earlier flight as all the flights were delayed due to fog. Top marks to the transfer agent who went out of her way to transfer me and they were able to arrange for my checked bag to be put on the earlier flight. The actual flight was very good: upon boarding the aircraft was clean and modern, the seat was one of the new slim lined seats which give a little extra legroom and have a section of magazines available, with the usual in-flight sales catalogue. After takeoff the crew started the in-flight service which was a buy on board cafe, with complementary tea & coffee, prices were very reasonable verses other airlines buy on board, with the benefit of being able to pay by cash and card, the crew came through multiple times on the flight with refills of tea & coffee. The flight crew gave regular updates throughout the flight and the flight overall was smooth and relaxing. At all stages I found the SAS crews both on the ground and in the air friendly and professional and a pleasure to fly with. Flight landed in Arlanda with sufficient time to make my connection and my luggage arrived.",2017.0,1.0,Positive,2017-01,Winter,LHR,ARN
473,Couple Leisure,Business Class,ARN to SVG via OSL,2016-09-01,3.0,5.0,4.0,1.0,5.0,5,yes,9.0," Stockholm to Stavanger via Oslo. Took 5 flights with SAS Scandinavian in September 2016. Mature and courteous crew. Very nice lounges all over Scandinavia. Convenient facilities offerred for business class passengers ""SAS PLUS"" such as priority boarding, free lounge access, priority baggage clearance. Planes look and feel worn down with no TVs.",2016.0,9.0,Positive,2016-09,Fall,ARN,SVG
474,Solo Leisure,Premium Economy,LAX to ARN,2016-12-01,5.0,3.0,2.0,4.0,4.0,5,yes,7.0,"  Los Angeles to Stockholm. Because the American Airlines flight I was about the take was cancelled because of a tire issue I was rebooked by American to fly with SAS in order to get in time to Stockholm. I ended up in a premium-economy seat which was very spacious, the screen was bigger then economy and the seats next to me were free (the whole airplane was not crowded, not even in economy, I guess a 60% occupancy of all seats). I was a little disappointed about the meals served, they didn't ""glamour"" in any way, like a typical plane meal on a long haul flight. The crew were present but not overwhelmingly interacting with us. Overall, because the flight was on time (even landed some minutes earlier) I must say it was an okay experience.",2016.0,12.0,Neutral,2016-12,Winter,LAX,ARN
475,Business,Business Class,LHR to HKG via ARN,2016-12-01,3.0,5.0,5.0,3.0,5.0,5,yes,8.0,"  London Heathrow to Hong Kong via Stockholm. First and last legs shorthaul, SAS don't do Business class but on a business ticket you get assigned first 2 rows and a very small snack. Plane interior very old, however flights on time and crew both ways very nice. Terminal 2 at Heathrow you can use several of the Star Alliance lounges, United seemed to be the best, but all decent. Overall no complaints. Stockholm to Hong Kong in their new business class. Lounge at Stockholm was to be frank, poor. Although obviously new, small, crowded, lacking facilities and minimal food and drinks offerings. On to the flight, seating just 4 across in business and only 8 rows so an exclusive feel. New interior, seats look similar to Emirates business but comfort nowhere near as good, neither supporting head or lower back - noticed many other passengers all trying to get comfortable using pillows etc just as I did. Once into flat bed it was decent. Big TV screen but minimal content. Wifi worked reasonably well for a plane. Food was excellent though as were the crew. Overall the cost of ticket was thousands less than direct flight so excellent value but its not the best business seat, nor is it the worst. Recommended if the price is right.",2016.0,12.0,Positive,2016-12,Winter,LHR,HKG
476,Solo Leisure,Economy Class,OTP to MAN via CPH,2016-12-01,2.0,4.0,1.0,1.0,1.0,1,no,1.0,"  Bucharest to Manchester via Copenhagen. I was returning to UK from Bucharest after my Christmas holiday yesterday with an SAS flight. Had the connection in Copenhagen. At the boarding line the SAS staff who checked my passport (Romanian/EU passport) stopped me and said that she has to check if I need a visa to travel further. At first I was amused and asked her ""really, Romania is in EU!"" as I though it was a joke! But very annoyed with my answer, she said that she has to check (even though on my passport was written EU, and Romania - in EU since 2007!). I didn't feel it is worth continue an argument with such an ignorant person. This situation created big discomfort. I don't know if the airport/airline employees have to give a general knowledge test (common sense would be enough), but so much ignorance is unacceptable.  I regret choosing this airline, and I regret to find that this kind of people exists. ",2016.0,12.0,Negative,2016-12,Winter,OTP,MAN
477,Couple Leisure,Business Class,LAX to ARN,2016-12-01,4.0,4.0,3.0,3.0,1.0,1,no,2.0,"  Los Angeles to Stockholm. While the seats are good and the cabin crew is nice, we have been delayed over 2 hours each way (still on the ground on the inbound flight over 2.5 hours after scheduled departure, with no end in sight, due to a mechanical problem). The delay on the outbound caused us to miss the SAS connection after SAS refused to hold the connecting flight. This caused us to be stuck in Stockholm for over 10 hours with no compensation, no suggestions and no compassion. SAS personnel would not even tell us where the ""customer service "" desk was, much less give us anything even resembling customer service. Take another airline if you have a choice!",2016.0,12.0,Negative,2016-12,Winter,LAX,ARN
478,Business,Economy Class,HEL to OER via ARN ,2016-11-01,3.0,2.0,1.0,1.0,1.0,2,no,2.0,  I had an SAS ticket from Helsinki to Örnsköldsvik via Stockholm and back for me and my luggage. SAS lost my luggage during the change in Arlanda. I reported about the lost luggage in Övik airport as guided by the very helpful and friendly airport personnel. The airport personnel gave me a document to with necessary references as evidence of recording the lost luggage. SAS failed to deliver the luggage to me (despite promises) on the following day - instead I finally got the luggage around 48hrs late when arriving back to my hotel at the 3rd night in Övik. Due to the really slow luggage delivery of SAS I had to go to a local shop in Övik and buy some toilet consumables and underwear. SAS rules say that in this kind of cases they pay the costs of buying the supplies. I tried to send a report to SAS Customer Care with a copy of a document I got from Övik airport. I was responded that SAS is not able to process my request because they do not have access to their sub-contractors system to check the report of my luggage. They advised that I would need to contact the sub-contractor by myself! Unbelievable considering that I had a travelling contract for me and my luggage with SAS.,2016.0,11.0,Neutral,2016-11,Fall,HEL,OER
479,Business,Premium Economy,AAL to PVG via CPH,2016-12-01,3.0,3.0,2.0,2.0,2.0,1,no,2.0,  Aalborg to Shanghai via Copenhagen with SAS Scandinavian. No priority lane at preboarding. Cabin not cleaned before the flight to Shanghai from Copenhagen. Toilets not freshened up during flights nor waste bin emptied. Entertainment system only older movies. You just feel ripped off when you pay large amount for a ticket and the impression is that of a discount airline. Will try to avoid in future.,2016.0,12.0,Neutral,2016-12,Winter,AAL,PVG
480,Couple Leisure,Business Class,MIA to SVG via OSL,2016-12-01,5.0,5.0,5.0,3.0,5.0,5,yes,9.0,"  I were given a upgrade through the upgrade bidding-system from SAS Plus to SAS Business. I have tried multiple business class products over the years from many different airlines within Star Alliance, but I must say that SAS delivers the best product from beginning to the end. Unfortionately we experienced an 2 hour delay from MIA to OSL, which caused us to miss our connection to SVG. Without any problems we were given a 300 EUR compensation and meal vouchers for our troubles. The only drawback with SAS on long haul is the poor movie and TV-show selections available.",2016.0,12.0,Negative,2016-12,Winter,MIA,SVG
481,Couple Leisure,Economy Class,SKG to ARN,2016-12-01,3.0,1.0,1.0,1.0,2.0,2,no,2.0,"  Thessaloniki to Stockholm. 30 min prior to touch down at Stockholm the aircraft initiates a shallow descent from cruising altitude of 39000ft. The ""fasten seat belt"" sign is for some reason already switched on and the aft located cabin staff is sitting on her jump seat in the lav-galley area in the far back of the cabin and close to my seat. At that moment I suddenly felt I was in an urgent need of visiting the loo. With gestures the cabin staff immediately made me sit down again. A few minutes later another passenger, this time a young woman, had more luck with this particular cabin staff and was given the privilege of ""easing the pressure"" in the lavatory. I felt very uneasy the rest of the flight until I finally found a lavatory in the terminal building after landing. Quite many years ago, before retirement, I used to work as a pilot and believe I have an general Idea what constitutes a good airline ; the passengers well being shall stand in the center! Buying 30 brand new aircraft won´t make much of a difference to this airline's rapidly declining reputation, if they don´t focus on where the real problems are. ",2016.0,12.0,Positive,2016-12,Winter,SKG,ARN
482,Couple Leisure,Economy Class,CPH to ATH,2016-12-01,2.0,1.0,1.0,1.0,3.0,2,no,3.0,"  Copenhagen to Athens. I chose SAS due to the fact that the ticket was 100 euros less than the company that I prefer to fly. However, my experience with the SAS was not pleasant at all. They are not a low cost company, because the prices are not cheap, so I expected to find a company with cleaner planes, toilets with toilet paper, flight attendants being smily and willing to help. Instead,  I found dirty seats, dirty toilets no paper available and unfriendly flight attendants. I am sorry, SAS, I will try to avoid your flights in the future. Also, why don't you offer water on your flights? why do we have to pay for it?",2016.0,12.0,Negative,2016-12,Winter,CPH,ATH
483,Solo Leisure,Economy Class,OSL to EWR,2016-12-01,2.0,2.0,2.0,2.0,1.0,2,no,3.0,"  Oslo to Newark. The departure boards were all giving out the gate we were supposed to go to with a small piece of blinking text that read ""go to gate"" and with 20 or so people in the gate's seating zone, the head stewardess kicked everybody out so that they could set up the ""priority boarding"" dividing line, making everybody who had arrived to the gate wait outside where there was no seating. This was annoying and unnecessary because they could have simply not called everybody to the gate before they were ready. As a woman with her small child re-entered the area and tried to go to the bathroom, the main flight attendant raised her voice in a demeaning way and told her that she could not because the bathrooms were in the ""business class"" area and she had to go outside. To deny a woman with a child the use of a bathroom, and which a few minutes before had been open to everyone, is disgraceful and an airline without any trace of empathy.",2016.0,12.0,Neutral,2016-12,Winter,OSL,EWR
484,Solo Leisure,Economy Class,GOT to AMS via CPH,2016-11-01,4.0,4.0,1.0,1.0,3.0,3,yes,5.0,"Flew Goteborg to Amsterdam through Copenhagen with SAS. Flight delayed 1 hour, and then it turned into 90 minutes. My connection flight delayed 15 minutes so that I would arrive on time, but still had to rush and run through Copenhagen airport. The staff at Goteborg airport was very communicative through all the new announcements, provided all the times of the next flights available if our connecting flight wouldn't be made, or guaranteed they'd book a new plane for us from an other company if needed. However, once in Copenhagen, we had to run around by ourselves to find where our connecting flight was, and we only had these 15 minutes to do it, so we were basically given up after being reassured all the way back in the first airport. Oh well. Flew a propeller aircraft for the first 30 minutes flight, had leather seats. Were comfy but would probably end up giving backache if the flight was longer. Next flight was a bigger plane with more room. Seats weren't the same leather one but regular. Free coffee and tea served during the whole flight. Bought an expensive sandwich to try scandinavian tastes, didn't feel much special - more like a service if you're starving. However the crew does accept four different currencies aboard, and accepted to give back my change in euros after paying in crowns, which was pretty cool. So, yeah. Despite that shaky experience, while I prefer Finnair, I would still fly SAS if the tickets are cheaper.",2016.0,11.0,Positive,2016-11,Fall,GOT,AMS
485,Solo Leisure,Business Class,PMI to CPH,2016-11-01,3.0,2.0,1.0,1.0,5.0,1,no,2.0,"Palma de Mallorca to Copenhagen. Once upon a time flying was a special experience and SAS was one of the best airlines in Europe. Next to KLM, Swissair etc. The times changed. I paid 70€ for Scandinavian Plus which is a kind of business class on their European flights. One of the biggest disappointments in my life. 3 hours flight. No IFE. Only one drink service - attendants more occupied by selling duty free. Plane was quite dirty when we got in. And food at best lousy. Very cold chicken, a kind of cracker instead of bread - useful only to repair your shoes. No butter. And everything packed into an appealing paper box. No chance to get worse value for money. And do not expect to have at least middle seat free. You fly 3-3.",2016.0,11.0,Positive,2016-11,Fall,PMI,CPH
486,Business,Economy Class,CPH to ARN,2016-11-01,3.0,3.0,1.0,1.0,3.0,1,no,3.0,"  Flew from Copenhagen to Stockholm. SAS used to be one of my favourite airlines but some time ago it changed. It felt like an airline that was not perfect but very humane. You didn't have to worry if you could bring a luggage (new ticket types) or if your cabin luggage was maybe a little bit overweight. Some snacks and beverages were always served. Something you would expect from a regular (not a budget) airline in my opinion. Unfortunately, this is no longer the case. The plane feels really old, no snacks are served and now they even started measuring the cabin luggage. Feels like a very low quality budget airline with premium prices. Such a shame.",2016.0,11.0,Negative,2016-11,Fall,CPH,ARN
487,Couple Leisure,Economy Class,LHR to OSL,2016-06-01,4.0,3.0,2.0,1.0,4.0,5,yes,7.0,"  I flew with SAS three times in May/June 2016, from London to Oslo, Oslo t5o Stavanger and Stavanger to Copenhagen. In general the cabin was clean, seats and legroom good enough for short haul. The service from the attendants were alright although nothing special. I'm 21 years old and thus were able to find some good prices with SAS youth fare, with OSL to SVG and SVG to CPH both around £30. The only complaint was there was no free drink other than tea or coffee for a full service carrier, although this is no longer unusual now. I don't expect a meal for short-haul at such a price but a cup of juice or something will cost more than tea/coffee? Generally still a better choice than LCCs with the price they offer.",2016.0,6.0,Positive,2016-06,Summer,LHR,OSL
488,Couple Leisure,Economy Class,ARN to ORD,2016-11-01,2.0,1.0,4.0,3.0,3.0,4,no,3.0,Stockholm to Chicago with SAS Scandinavian. Nice new plane and very clean but very cramped in economy. Food was tasty but the customer service was awful. Belligerent unsmiling rude flight attendants suggested to me that SAS is a very unhappy place to work. Would definitely avoid this airline in the future.,2016.0,11.0,Negative,2016-11,Fall,ARN,ORD
489,Business,Economy Class,ARN to SKG,2016-10-01,2.0,3.0,1.0,1.0,4.0,1,no,2.0," Stockholm to Thessaloniki with SAS Scandinavian. Staff seemed unhappy and not enjoying their job. Not friendly when talking to passengers, no smiling and not very helpful. The plane was hot without air conditioning system. Flight was delayed because of a broken table which was fixed with some tape when all passengers were boarded. Service was perfectly efficient but I decided to play a game. Whenever a flight attendant did something for me - offer bread, pick up a drink, etc I was saying ""thank you"". Not once did the flight attendant said ""you are welcome"". Food is not included in the overpriced ticket cost. Only tea and coffee is free which you can refill as many times as you want. Also, staff didn't speak English so I asked my co-passenger who knew Swedish to translate for me. Generally, I wouldn't recommend this airline.",2016.0,10.0,Positive,2016-10,Fall,ARN,SKG
490,Solo Leisure,Economy Class,DUB to BGO via OSL,2016-10-01,5.0,5.0,4.0,1.0,4.0,5,yes,9.0,"  Got a really cheap fare on SAS's route out of Dublin to Bergen with a stopover in Olso for €60. Very full flight. Flight did leave Dublin an hour late which gave me a tight timeframe to make the connection to Bergen. However, the flight attendants assured me I'd make the connection but if I didn't I'd be booked on the next available service. Oslo airport is presently under reconstruction so it wasn't possible to use the domestic transfer route meaning I had to go through passport control & out through security again but this was swift and hassle-free. The crew were professional, warm, friendly and engaging. No request or question was a bother for them. Coffee/tea/water is provided complimentary and all other items are charged. The menu card is limited but prices are what you'd expect on these European route and quite reasonable. I travelled with carry-on baggage only with a backpack of 9-10kg and there were no issues over dimension restrictions. The Bergen-Oslo flight was aboard a new 737-800. Seats were comfortable and the aircraft was very clean. Crew very efficient for a short 40 minute flight. All in all a very professional airline and pleasant experience. Would not hesistate in using SAS again with fares like this.",2016.0,10.0,Positive,2016-10,Fall,DUB,BGO
